Age,Age_Group,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,DistanceFromHome,Commute_Category,MonthlyIncome,Income_Band,PercentSalaryHike,Hike_Category,StockOptionLevel,JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,Experience_Band,YearsInCurrentRole,Role_Stability,YearsSinceLastPromotion,Promotion_Status,YearsWithCurrManager,Manager_Relationship,NumCompaniesWorked,Career_Mobility,TotalWorkingYears,TrainingTimesLastYear,OverTime,Attrition
59,Veteran,Female,Single,Below College,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,1,Nearby,5473,Mid Level,11,Standard Hike (11-15%),0,Satisfied,Casually Engaged,Below Standard,Excellent,Fair,Exceeds Expectations,4,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),7,Frequent Mover (6+),20,2,No,No
29,Mid Career,Male,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2,Nearby,2703,Entry Level,23,Excellent Hike (20+%),1,Content,Engaged,Above Standard,Excellent,Good,Outstanding,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),0,First Job,6,3,No,No
31,Mid Career,Male,Single,Master,Medical,Research & Development,Research Scientist,1,Travel_Rarely,1,Nearby,2501,Entry Level,17,Good Hike (16-20%),0,Content,Engaged,Above Standard,Fair,Good,Exceeds Expectations,1,New Joinee,1,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,4,No,No
32,Mid Career,Male,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,1,Nearby,6220,Senior Level,17,Good Hike (16-20%),2,Content,Engaged,Standard,Fair,Good,Exceeds Expectations,10,Experienced,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),9,Long Term (8+ yrs),1,Early Career Mover (1-2),10,3,No,No
36,Senior,Female,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,6,Moderate,3038,Mid Level,12,Standard Hike (11-15%),0,Highly Satisfied,Highly Engaged,Standard,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),3,Experienced Mover (3-5),5,3,No,No
31,Mid Career,Female,Single,Master,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,8,Moderate,4424,Mid Level,23,Excellent Hike (20+%),0,Highly Satisfied,Engaged,Above Standard,Excellent,Good,Outstanding,11,Veteran,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),11,2,No,No
35,Mid Career,Male,Single,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,1,Nearby,4312,Mid Level,14,Standard Hike (11-15%),0,Dissatisfied,Casually Engaged,Above Standard,Fair,Good,Exceeds Expectations,15,Veteran,13,Critical Risk (8+ yrs),2,Due for Review (2-3 yrs),8,Long Term (8+ yrs),0,First Job,16,2,No,No
45,Senior,Male,Married,Master,Other,Research & Development,Research Director,3,Travel_Rarely,6,Moderate,13245,Executive Level,14,Standard Hike (11-15%),0,Dissatisfied,Engaged,Excellent,Fair,Excellent,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),17,3,Yes,No
37,Senior,Male,Single,Master,Medical,Research & Development,Research Director,3,Travel_Rarely,7,Moderate,13664,Executive Level,13,Standard Hike (11-15%),0,Satisfied,Engaged,Below Standard,Poor,Excellent,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),16,3,No,No
46,Experienced,Male,Divorced,College,Medical,Human Resources,Human Resources,2,Travel_Rarely,5,Nearby,5021,Mid Level,22,Excellent Hike (20+%),1,Content,Engaged,Standard,Excellent,Good,Outstanding,4,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),8,Frequent Mover (6+),16,2,Yes,No
30,Mid Career,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,1,Nearby,5126,Mid Level,12,Standard Hike (11-15%),2,Highly Satisfied,Casually Engaged,Excellent,Good,Fair,Exceeds Expectations,10,Experienced,8,Critical Risk (8+ yrs),3,Due for Review (2-3 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),10,1,Yes,No
35,Mid Career,Male,Single,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,1,Nearby,2859,Entry Level,18,Good Hike (16-20%),0,Satisfied,Casually Engaged,Standard,Poor,Good,Exceeds Expectations,6,Experienced,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,3,No,No
55,Experienced,Male,Married,College,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,1,Nearby,10239,Executive Level,14,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),3,Experienced Mover (3-5),24,4,No,No
38,Senior,Female,Divorced,Bachelor,Medical,Research & Development,Research Scientist,2,Non-Travel,6,Moderate,5329,Mid Level,12,Standard Hike (11-15%),3,Highly Satisfied,Disengaged,Standard,Excellent,Good,Exceeds Expectations,13,Veteran,11,Critical Risk (8+ yrs),1,Recently Promoted (0-1 yrs),9,Long Term (8+ yrs),7,Frequent Mover (6+),17,3,Yes,No
34,Mid Career,Male,Married,College,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,1,Nearby,4325,Mid Level,15,Standard Hike (11-15%),0,Content,Engaged,Below Standard,Good,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,2,No,No
56,Veteran,Male,Single,Bachelor,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,7,Moderate,7260,Senior Level,11,Standard Hike (11-15%),0,Highly Satisfied,Disengaged,Excellent,Poor,Fair,Exceeds Expectations,6,Experienced,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),37,3,No,No
23,Early Career,Male,Divorced,Below College,Technical Degree,Sales,Sales Representative,1,Travel_Rarely,2,Nearby,2322,Entry Level,13,Standard Hike (11-15%),1,Dissatisfied,Engaged,Above Standard,Good,Good,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),3,Experienced Mover (3-5),3,3,No,No
51,Experienced,Male,Married,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,9,Moderate,2075,Entry Level,23,Excellent Hike (20+%),2,Highly Satisfied,Engaged,Excellent,Fair,Good,Outstanding,4,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),3,Experienced Mover (3-5),10,4,No,No
30,Mid Career,Male,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,2,Nearby,4152,Mid Level,19,Good Hike (16-20%),3,Highly Satisfied,Casually Engaged,Above Standard,Poor,Good,Exceeds Expectations,11,Veteran,10,Critical Risk (8+ yrs),10,Critically Overdue (7+ yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),11,3,No,No
46,Experienced,Male,Single,College,Medical,Sales,Sales Executive,3,Travel_Rarely,9,Moderate,9619,Senior Level,16,Good Hike (16-20%),0,Highly Satisfied,Casually Engaged,Above Standard,Excellent,Good,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),9,3,No,Yes
40,Senior,Male,Married,Master,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Frequently,1,Nearby,13503,Executive Level,22,Excellent Hike (20+%),1,Content,Casually Engaged,Above Standard,Excellent,Fair,Outstanding,22,Veteran,3,Established (2-4 yrs),11,Critically Overdue (7+ yrs),11,Long Term (8+ yrs),1,Early Career Mover (1-2),22,3,No,No
51,Experienced,Male,Single,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,21,Far,5441,Mid Level,22,Excellent Hike (20+%),0,Highly Satisfied,Engaged,Above Standard,Excellent,Poor,Outstanding,10,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),0,First Job,11,2,Yes,No
30,Mid Career,Female,Divorced,College,Medical,Sales,Sales Executive,2,Travel_Rarely,4,Nearby,5209,Mid Level,12,Standard Hike (11-15%),3,Content,Casually Engaged,Above Standard,Fair,Fair,Exceeds Expectations,11,Veteran,8,Critical Risk (8+ yrs),2,Due for Review (2-3 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),11,4,Yes,No
46,Experienced,Male,Married,Bachelor,Medical,Research & Development,Healthcare Representative,3,Travel_Frequently,1,Nearby,10673,Executive Level,13,Standard Hike (11-15%),1,Dissatisfied,Casually Engaged,Above Standard,Good,Fair,Exceeds Expectations,10,Experienced,9,Critical Risk (8+ yrs),9,Critically Overdue (7+ yrs),5,Stable (5-7 yrs),2,Early Career Mover (1-2),21,5,Yes,No
32,Mid Career,Male,Single,Master,Medical,Sales,Sales Executive,2,Travel_Rarely,6,Moderate,5010,Mid Level,16,Good Hike (16-20%),0,Satisfied,Engaged,Standard,Poor,Good,Exceeds Expectations,11,Veteran,8,Critical Risk (8+ yrs),5,Overdue (4-6 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),12,0,No,No
54,Experienced,Female,Married,Master,Technical Degree,Research & Development,Research Director,3,Travel_Rarely,2,Nearby,13549,Executive Level,12,Standard Hike (11-15%),1,Satisfied,Engaged,Below Standard,Poor,Poor,Exceeds Expectations,4,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),9,Frequent Mover (6+),16,5,No,No
24,Early Career,Female,Married,College,Other,Sales,Sales Executive,2,Travel_Rarely,3,Nearby,4999,Mid Level,21,Excellent Hike (20+%),1,Satisfied,Engaged,Below Standard,Poor,Fair,Outstanding,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,4,2,No,No
28,Mid Career,Male,Married,Bachelor,Medical,Sales,Sales Executive,2,Non-Travel,4,Nearby,4221,Mid Level,15,Standard Hike (11-15%),0,Satisfied,Engaged,Standard,Fair,Excellent,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,3,No,No
58,Veteran,Male,Single,Master,Medical,Sales,Sales Executive,4,Travel_Rarely,10,Moderate,13872,Executive Level,13,Standard Hike (11-15%),0,Satisfied,Engaged,Excellent,Good,Fair,Exceeds Expectations,37,Veteran,10,Critical Risk (8+ yrs),1,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),0,First Job,38,1,No,No
44,Senior,Male,Married,Bachelor,Medical,Research & Development,Laboratory Technician,2,Non-Travel,23,Far,2042,Entry Level,12,Standard Hike (11-15%),1,Content,Engaged,Standard,Good,Excellent,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),17,3,No,No
37,Senior,Male,Divorced,Master,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,6,Moderate,2073,Entry Level,22,Excellent Hike (20+%),0,Dissatisfied,Engaged,Above Standard,Excellent,Good,Outstanding,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),7,3,Yes,Yes
32,Mid Career,Male,Single,Below College,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,1,Nearby,2956,Entry Level,13,Standard Hike (11-15%),0,Dissatisfied,Engaged,Excellent,Excellent,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,No,No
20,Early Career,Female,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,6,Moderate,2926,Entry Level,18,Good Hike (16-20%),0,Highly Satisfied,Casually Engaged,Excellent,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,5,Yes,Yes
34,Mid Career,Female,Single,Master,Other,Research & Development,Research Scientist,2,Travel_Rarely,6,Moderate,4809,Mid Level,14,Standard Hike (11-15%),0,Satisfied,Engaged,Below Standard,Good,Good,Exceeds Expectations,16,Veteran,13,Critical Risk (8+ yrs),2,Due for Review (2-3 yrs),10,Long Term (8+ yrs),1,Early Career Mover (1-2),16,3,No,No
37,Senior,Male,Divorced,College,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,2,Nearby,5163,Mid Level,14,Standard Hike (11-15%),1,Highly Satisfied,Casually Engaged,Above Standard,Excellent,Excellent,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),5,Experienced Mover (3-5),17,2,No,No
59,Veteran,Female,Married,Master,Human Resources,Human Resources,Manager,5,Non-Travel,2,Nearby,18844,Executive Level,21,Excellent Hike (20+%),1,Highly Satisfied,Casually Engaged,Above Standard,Excellent,Good,Outstanding,3,Established,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),9,Frequent Mover (6+),30,3,No,No
50,Experienced,Female,Married,Bachelor,Life Sciences,Research & Development,Research Director,5,Travel_Frequently,1,Nearby,18172,Executive Level,19,Good Hike (16-20%),0,Content,Engaged,Below Standard,Poor,Fair,Exceeds Expectations,8,Experienced,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),3,Experienced Mover (3-5),28,1,Yes,No
25,Early Career,Male,Single,Bachelor,Marketing,Sales,Sales Executive,2,Travel_Rarely,5,Nearby,5744,Mid Level,11,Standard Hike (11-15%),0,Satisfied,Casually Engaged,Above Standard,Excellent,Good,Exceeds Expectations,6,Experienced,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,1,Yes,Yes
25,Early Career,Male,Married,Below College,Medical,Research & Development,Research Scientist,1,Travel_Rarely,7,Moderate,2889,Entry Level,11,Standard Hike (11-15%),2,Highly Satisfied,Casually Engaged,Excellent,Good,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),1,New Relationship (0-1 yrs),1,Early Career Mover (1-2),2,2,No,No
22,Early Career,Female,Single,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,15,Moderate,2871,Entry Level,15,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Standard,Good,Good,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,5,No,No
51,Experienced,Female,Single,Master,Medical,Research & Development,Healthcare Representative,3,Travel_Frequently,1,Nearby,7484,Senior Level,20,Good Hike (16-20%),0,Dissatisfied,Casually Engaged,Below Standard,Good,Fair,Outstanding,13,Veteran,12,Critical Risk (8+ yrs),12,Critically Overdue (7+ yrs),8,Long Term (8+ yrs),3,Experienced Mover (3-5),23,1,No,No
34,Mid Career,Male,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Frequently,7,Moderate,6074,Senior Level,24,Excellent Hike (20+%),0,Satisfied,Disengaged,Below Standard,Excellent,Good,Outstanding,9,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),6,Stable (5-7 yrs),1,Early Career Mover (1-2),9,3,Yes,Yes
54,Experienced,Female,Single,Bachelor,Human Resources,Human Resources,Manager,4,Non-Travel,26,Far,17328,Executive Level,12,Standard Hike (11-15%),0,Highly Satisfied,Highly Engaged,Excellent,Good,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),4,Overdue (4-6 yrs),4,Building Trust (2-4 yrs),2,Early Career Mover (1-2),23,3,Yes,No
24,Early Career,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,18,Far,2774,Entry Level,12,Standard Hike (11-15%),1,Satisfied,Engaged,Standard,Good,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,6,2,No,No
34,Mid Career,Female,Divorced,Master,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,6,Moderate,4505,Mid Level,15,Standard Hike (11-15%),1,Content,Casually Engaged,Above Standard,Good,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),6,Frequent Mover (6+),12,3,No,No
37,Senior,Male,Single,Bachelor,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,3,Nearby,7428,Senior Level,12,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Above Standard,Poor,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),2,Early Career Mover (1-2),12,3,No,No
34,Mid Career,Female,Single,Bachelor,Medical,Research & Development,Manager,3,Travel_Rarely,5,Nearby,11631,Executive Level,12,Standard Hike (11-15%),0,Dissatisfied,Casually Engaged,Above Standard,Excellent,Good,Exceeds Expectations,11,Veteran,10,Critical Risk (8+ yrs),5,Overdue (4-6 yrs),8,Long Term (8+ yrs),2,Early Career Mover (1-2),14,6,No,No
36,Senior,Female,Married,College,Technical Degree,Sales,Sales Executive,3,Travel_Frequently,11,Moderate,9738,Senior Level,14,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Standard,Good,Good,Exceeds Expectations,9,Experienced,7,Stagnant Risk (5-7 yrs),2,Due for Review (2-3 yrs),8,Long Term (8+ yrs),0,First Job,10,6,No,No
36,Senior,Female,Divorced,College,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3,Nearby,2835,Entry Level,22,Excellent Hike (20+%),1,Highly Satisfied,Engaged,Below Standard,Poor,Good,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),5,Experienced Mover (3-5),7,2,No,No
43,Senior,Male,Married,College,Life Sciences,Sales,Manager,4,Travel_Frequently,26,Far,16959,Executive Level,12,Standard Hike (11-15%),2,Highly Satisfied,Engaged,Above Standard,Excellent,Excellent,Exceeds Expectations,25,Veteran,12,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),12,Long Term (8+ yrs),1,Early Career Mover (1-2),25,3,Yes,No
30,Mid Career,Male,Divorced,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,23,Far,2613,Entry Level,25,Excellent Hike (20+%),3,Satisfied,Disengaged,Below Standard,Good,Fair,Outstanding,10,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),9,Long Term (8+ yrs),1,Early Career Mover (1-2),10,2,No,No
33,Mid Career,Male,Married,College,Marketing,Sales,Sales Executive,2,Non-Travel,22,Far,6146,Senior Level,13,Standard Hike (11-15%),1,Content,Engaged,Above Standard,Poor,Excellent,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),0,First Job,8,2,No,No
56,Veteran,Female,Married,Master,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,14,Moderate,4963,Mid Level,18,Good Hike (16-20%),3,Content,Engaged,Standard,Poor,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),4,Overdue (4-6 yrs),3,Building Trust (2-4 yrs),9,Frequent Mover (6+),7,2,Yes,Yes
51,Experienced,Male,Single,Bachelor,Life Sciences,Research & Development,Research Director,5,Travel_Rarely,6,Moderate,19537,Executive Level,13,Standard Hike (11-15%),0,Satisfied,Engaged,Below Standard,Good,Good,Exceeds Expectations,20,Veteran,18,Critical Risk (8+ yrs),15,Critically Overdue (7+ yrs),15,Long Term (8+ yrs),7,Frequent Mover (6+),23,5,No,No
31,Mid Career,Male,Married,Master,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,6,Moderate,6172,Senior Level,18,Good Hike (16-20%),0,Satisfied,Disengaged,Standard,Fair,Fair,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),12,3,Yes,Yes
26,Mid Career,Female,Married,Bachelor,Other,Research & Development,Research Scientist,1,Travel_Rarely,6,Moderate,2368,Entry Level,19,Good Hike (16-20%),0,Content,Casually Engaged,Above Standard,Good,Fair,Exceeds Expectations,5,Established,4,Established (2-4 yrs),4,Overdue (4-6 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,3,No,No
58,Veteran,Female,Married,Master,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,23,Far,10312,Executive Level,12,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Excellent,Fair,Exceeds Expectations,40,Veteran,10,Critical Risk (8+ yrs),15,Critically Overdue (7+ yrs),6,Stable (5-7 yrs),1,Early Career Mover (1-2),40,3,No,Yes
19,Early Career,Male,Single,Below College,Marketing,Sales,Sales Representative,1,Travel_Rarely,22,Far,1675,Entry Level,19,Good Hike (16-20%),0,Satisfied,Engaged,Excellent,Excellent,Fair,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),0,2,Yes,Yes
